상가업소번호,상호명,지점명,상권업종대분류코드,상권업종대분류명,상권업종중분류코드,상권업종중분류명,상권업종소분류코드,상권업종소분류명,표준산업분류코드,표준산업분류명,시도코드,시도명,시군구코드,시군구명,행정동코드,행정동명,법정동코드,법정동명,지번코드,대지구분코드,대지구분명,지번본번지,지번부번지,지번주소,도로명코드,도로명,건물본번지,건물부번지,건물관리번호,건물명,도로명주소,구우편번호,신우편번호,동정보,층정보,호정보,경도,위도
MA0101202302A0038132,이코이코,,P1,교육,P107,교육 지원,P10799,기타 교육지원 서비스업,P85709,기타 교육지원 서비스업,11,서울특별시,11230,동대문구,11230710,회기동,1123010800,회기동,1123010800100450102,1,대지,45,102,서울특별시 동대문구 회기동 45-102,112304115695,서울특별시 동대문구 회기로21길,8,6,1123010800100450102010684,,서울특별시 동대문구 회기로21길 8-6,130872,02453,,1,,127.053307779075,37.5916004401229
MA0101202301A0058193,7카롱,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,11,서울특별시,11230,동대문구,11230710,회기동,1123010800,회기동,1123010800100030037,1,대지,3,37,서울특별시 동대문구 회기동 3-37,112304115022,서울특별시 동대문구 경희대로4길,29,,1123010800100030037011485,일부우측,서울특별시 동대문구 경희대로4길 29,130872,02453,,1,,127.054112102557,37.5921586891432
MA0101202302A0044175,따띠삼겹회기점,,I2,음식,I201,한식,I20107,돼지고기 구이/찜,I56113,한식 육류 요리 전문점,11,서울특별시,11230,동대문구,11230710,회기동,1123010800,회기동,1123010800103460006,1,대지,346,6,서울특별시 동대문구 회기동 346-6,112303105010,서울특별시 동대문구 이문로,31,,1123010800103460006011051,우측상가,서울특별시 동대문구 이문로 31,130881,02452,,1,,127.055979069781,37.5904098938892
MA0101202301A0085118,오뚝,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11230,동대문구,11230710,회기동,1123010800,회기동,1123010800100620006,1,대지,62,6,서울특별시 동대문구 회기동 62-6,112304115702,서울특별시 동대문구 회기로26길,14,,1123010800100620006041425,전체,서울특별시 동대문구 회기로26길 14,130872,02460,,1,,127.054303210344,37.5902575081096
MA0101202211A0075712,마라전설경희대점,,I2,음식,I202,중식,I20202,마라탕/훠궈,I56121,중식 음식점업,11,서울특별시,11230,동대문구,11230710,회기동,1123010800,회기동,1123010800100420098,1,대지,42,98,서울특별시 동대문구 회기동 42-98,112304115019,서울특별시 동대문구 경희대로1길,3,,1123010800100420098010733,,서울특별시 동대문구 경희대로1길 3,130872,02454,,2,,127.051926390791,37.5915920459995
MA0101202211A0046118,다리메이커동대,문지점,P1,교육,P106,기타 교육,P10629,그 외 기타 교육기관,P85699,그 외 기타 분류 안된 교육기관,11,서울특별시,11230,동대문구,11230710,회기동,1123010800,회기동,1123010800100010005,1,대지,1,5,서울특별시 동대문구 회기동 1-5,112303105002,서울특별시 동대문구 경희대로,26,,1123010800100010003041260,삼의원창업센터,서울특별시 동대문구 경희대로 26,130701,02447,,,,127.054883375636,37.593951306684
MA0101202211A0103260,함꿈에프앤비CU경희의료원점,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11230,동대문구,11230710,회기동,1123010800,회기동,1123010800100010005,1,대지,1,5,서울특별시 동대문구 회기동 1-5,112303105002,서울특별시 동대문구 경희대로,23,,1123010800100010005041218,CU경희의료원,서울특별시 동대문구 경희대로 23,130701,02447,,1,,127.050738976836,37.593772962698
MA0101202211A0013881,이디야커피경희대점,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11230,동대문구,11230710,회기동,1123010800,회기동,1123010800100160055,1,대지,16,55,서울특별시 동대문구 회기동 16-55,112303105002,서울특별시 동대문구 경희대로,4,,1123010800100160055010649,,서울특별시 동대문구 경희대로 4,130872,02453,,2,,127.05252672094,37.5919071275674
MA0101202211A0045946,케이원텔,5호점,G2,소매,G208,가전·통신 소매,G20802,핸드폰 소매업,G47312,통신기기 소매업,11,서울특별시,11230,동대문구,11230710,회기동,1123010800,회기동,1123010800100160042,1,대지,16,42,서울특별시 동대문구 회기동 16-42,112303105002,서울특별시 동대문구 경희대로,16,,1123010800100160042010447,,서울특별시 동대문구 경희대로 16,130872,02453,,2,,127.052776491706,37.5928530576412
MA0101202212A0097962,장기식당,,I2,음식,I202,중식,I20201,중국집,I56121,중식 음식점업,11,서울특별시,11230,동대문구,11230710,회기동,1123010800,회기동,1123010800100420053,1,대지,42,53,서울특별시 동대문구 회기동 42-53,112304115021,서울특별시 동대문구 경희대로3길,13,,1123010800100420053010488,,서울특별시 동대문구 경희대로3길 13,130872,02454,,지,,127.051666701325,37.5926553304465
MA0101202212A0024395,스튜디오줌인,,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,M73301,인물 사진 및 행사용 영상 촬영업,11,서울특별시,11230,동대문구,11230710,회기동,1123010800,회기동,1123010800100600101,1,대지,60,101,서울특별시 동대문구 회기동 60-101,112303105020,서울특별시 동대문구 회기로,121,,1123010800100600101010735,,서울특별시 동대문구 회기로 121,130872,02454,,,,127.050069457217,37.5916018582324
MA0101202212A0081099,해피하우스,,I1,숙박,I102,기타 숙박,I10201,기숙사/고시원,I55901,기숙사 및 고시원 운영업,11,서울특별시,11230,동대문구,11230710,회기동,1123010800,회기동,1123010800100600125,1,대지,60,125,서울특별시 동대문구 회기동 60-125,112303105020,서울특별시 동대문구 회기로,122,,1123010800100600125010699,,서울특별시 동대문구 회기로 122,130872,02459,,5,,127.050035301814,37.5913225651818
MA0101202212A0003897,롱텅,,I2,음식,I202,중식,I20201,중국집,I56121,중식 음식점업,11,서울특별시,11230,동대문구,11230710,회기동,1123010800,회기동,1123010800103460019,1,대지,346,19,서울특별시 동대문구 회기동 346-19,112303105020,서울특별시 동대문구 회기로,169,1,1123010800103470002010941,,서울특별시 동대문구 회기로 169-1,130881,02452,,1,,127.054948803864,37.590536516911
MA0101202212A0085428,경희고황약국,,G2,소매,G215,의약·화장품 소매,G21501,약국,G47811,의약품 및 의료용품 소매업,11,서울특별시,11230,동대문구,11230710,회기동,1123010800,회기동,1123010800101080015,1,대지,108,15,서울특별시 동대문구 회기동 108-15,112303105002,서울특별시 동대문구 경희대로,17,,1123010800101080015011355,약국,서울특별시 동대문구 경희대로 17,130873,02454,,2,,127.05244833989,37.5931595411261
MA0101202212A0093502,아트원룸텔,,I1,숙박,I102,기타 숙박,I10201,기숙사/고시원,I55901,기숙사 및 고시원 운영업,11,서울특별시,11230,동대문구,11230710,회기동,1123010800,회기동,1123010800100600097,1,대지,60,97,서울특별시 동대문구 회기동 60-97,112303105020,서울특별시 동대문구 회기로,123,,1123010800100600097010577,,서울특별시 동대문구 회기로 123,130872,02454,,,,127.050352545529,37.5916287675683
MA0101202209A0080684,무드베이킹,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,11,서울특별시,11230,동대문구,11230710,회기동,1123010800,회기동,1123010800103480002,1,대지,348,2,서울특별시 동대문구 회기동 348-2,112304115701,서울특별시 동대문구 회기로25길,22,,1123010800103480002010852,예향,서울특별시 동대문구 회기로25길 22,130881,02452,,1,,127.055605858952,37.5909957151897
MA0101202209A0100631,즐거운상상,,M1,과학·기술,M105,광고,M10501,광고 대행업,M71310,광고 대행업,11,서울특별시,11230,동대문구,11230710,회기동,1123010800,회기동,1123010800100160083,1,대지,16,83,서울특별시 동대문구 회기동 16-83,112304115695,서울특별시 동대문구 회기로21길,8,7,1123010800100160083010341,,서울특별시 동대문구 회기로21길 8-7,130872,02453,,,,127.053455033515,37.5916814628067
MA0101202210A0033074,봉화양꼬치,,I2,음식,I202,중식,I20201,중국집,I56121,중식 음식점업,11,서울특별시,11230,동대문구,11230710,회기동,1123010800,회기동,1123010800103470006,1,대지,347,6,서울특별시 동대문구 회기동 347-6,112304115701,서울특별시 동대문구 회기로25길,4,,1123010800103470006010952,,서울특별시 동대문구 회기로25길 4,130881,02452,,1,,127.054824400204,37.5907347930333
MA0101202209A0059380,달콩,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11230,동대문구,11230710,회기동,1123010800,회기동,1123010800100600121,1,대지,60,121,서울특별시 동대문구 회기동 60-121,112303105020,서울특별시 동대문구 회기로,124,1,1123010800100600121010704,,서울특별시 동대문구 회기로 124-1,130872,02459,,1,,127.05034102245,37.5913314451095
MA0101202209A0051151,월드마트,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47129,기타 음ㆍ식료품 위주 종합 소매업,11,서울특별시,11230,동대문구,11230710,회기동,1123010800,회기동,1123010800101030177,1,대지,103,177,서울특별시 동대문구 회기동 103-177,112304115686,서울특별시 동대문구 회기로12길,11,,1123010800101030256010899,,서울특별시 동대문구 회기로12길 11,130873,02458,,1,,127.049819887062,37.5908991900138
MA0101202209A0024487,101퍼센트짐,,R1,예술·스포츠,R103,스포츠 서비스,R10307,헬스장,R91132,체력 단련시설 운영업,11,서울특별시,11230,동대문구,11230710,회기동,1123010800,회기동,1123010800100420077,1,대지,42,77,서울특별시 동대문구 회기동 42-77,112304115689,서울특별시 동대문구 회기로13길,21,,1123010800100420077011358,,서울특별시 동대문구 회기로13길 21,130872,02454,,1,,127.05091925682,37.5924664469677
MA0101202209A0047835,풍태,,I2,음식,I202,중식,I20201,중국집,I56121,중식 음식점업,11,서울특별시,11230,동대문구,11230710,회기동,1123010800,회기동,1123010800100600141,1,대지,60,141,서울특별시 동대문구 회기동 60-141,112303105020,서울특별시 동대문구 회기로,116,,1123010800100600141010188,,서울특별시 동대문구 회기로 116,130872,02457,,1,,127.049389934159,37.5913678865964
MA010120220803756382,이레공인중개사사무소,,L1,부동산,L102,부동산 서비스,L10203,부동산 중개/대리업,L68221,부동산 중개 및 대리업,11,서울특별시,11230,동대문구,11230710,회기동,1123010800,회기동,1123010800100610010,1,대지,61,10,서울특별시 동대문구 회기동 61-10,112303105020,서울특별시 동대문구 회기로,164,,1123010800100610010011024,,서울특별시 동대문구 회기로 164,130872,02460,,1,,127.054201463761,37.5904737930029
MA010120220813235986,하테피티스튜디오,,R1,예술·스포츠,R103,스포츠 서비스,R10307,헬스장,R91132,체력 단련시설 운영업,11,서울특별시,11230,동대문구,11230710,회기동,1123010800,회기동,1123010800100600022,1,대지,60,22,서울특별시 동대문구 회기동 60-22,112303105020,서울특별시 동대문구 회기로,148,5,1123010800100600022011337,,서울특별시 동대문구 회기로 148-5,130872,02460,,1,,127.052797934675,37.5911501732596
MA0101202209A0062238,오봉집경희대점,,I2,음식,I211,주점,I21104,요리 주점,I56219,기타 주점업,11,서울특별시,11230,동대문구,11230710,회기동,1123010800,회기동,1123010800100420071,1,대지,42,71,서울특별시 동대문구 회기동 42-71,112304115021,서울특별시 동대문구 경희대로3길,21,,1123010800100420071010478,,서울특별시 동대문구 경희대로3길 21,130872,02454,,1,,127.051247770212,37.592682542839
MA0101202306A0091556,미플보드게임,,R1,예술·스포츠,R104,유원지·오락,R10405,기타 오락장,R91229,기타 오락장 운영업,11,서울특별시,11230,동대문구,11230710,회기동,1123010800,회기동,1123010800100450053,1,대지,45,53,서울특별시 동대문구 회기동 45-53,112303105020,서울특별시 동대문구 회기로,150,,1123010800100450104010346,,서울특별시 동대문구 회기로 150,130872,02460,,1,,127.05291123219,37.5912492316543
MA0101202306A0005493,메가스페이스,,I1,숙박,I102,기타 숙박,I10201,기숙사/고시원,I55901,기숙사 및 고시원 운영업,11,서울특별시,11230,동대문구,11230710,회기동,1123010800,회기동,1123010800100600108,1,대지,60,108,서울특별시 동대문구 회기동 60-108,112303105020,서울특별시 동대문구 회기로,117,,1123010800100600108010613,,서울특별시 동대문구 회기로 117,130872,02455,,,,127.049627897769,37.5916470943158
MA0101202306A0097803,로빈푸드시스템,,I2,음식,I210,기타 간이,I21007,김밥/만두/분식,I56194,김밥 및 기타 간이 음식점업,11,서울특별시,11230,동대문구,11230710,회기동,1123010800,회기동,1123010800100160011,1,대지,16,11,서울특별시 동대문구 회기동 16-11,112304115695,서울특별시 동대문구 회기로21길,23,,1123010800100160011010538,,서울특별시 동대문구 회기로21길 23,130872,02453,,2,,127.053229186826,37.5925375072106
MA0101202306A0020011,천라쿵푸마라탕경희대점,,I2,음식,I202,중식,I20202,마라탕/훠궈,I56121,중식 음식점업,11,서울특별시,11230,동대문구,11230710,회기동,1123010800,회기동,1123010800100250000,1,대지,25,,서울특별시 동대문구 회기동 25,112304115695,서울특별시 동대문구 회기로21길,34,,1123010800100250000010426,,서울특별시 동대문구 회기로21길 34,130872,02453,,1,,127.053127536518,37.5928979497451
MA0101202305A0030163,케치롱,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,11,서울특별시,11230,동대문구,11230710,회기동,1123010800,회기동,1123010800100030043,1,대지,3,43,서울특별시 동대문구 회기동 3-43,112304115022,서울특별시 동대문구 경희대로4길,37,,1123010800100030043011315,,서울특별시 동대문구 경희대로4길 37,130872,02453,,1,,127.054542299959,37.5920593820231
MA0101202305A0027459,월드베이프,,G2,소매,G207,담배 소매,G20701,담배/전자담배 소매업,G47222,담배 소매업,11,서울특별시,11230,동대문구,11230710,회기동,1123010800,회기동,1123010800101050031,1,대지,105,31,서울특별시 동대문구 회기동 105-31,112303105020,서울특별시 동대문구 회기로,136,,1123010800101050031010804,일부,서울특별시 동대문구 회기로 136,130873,02459,,1,,127.05159771851,37.591141694107
MA0101202303A0121334,은화수식당,,I2,음식,I210,기타 간이,I21007,김밥/만두/분식,I56194,김밥 및 기타 간이 음식점업,11,서울특별시,11230,동대문구,11230710,회기동,1123010800,회기동,1123010800100420054,1,대지,42,54,서울특별시 동대문구 회기동 42-54,112304115018,서울특별시 동대문구 경희대로1가길,18,,1123010800100420054010524,,서울특별시 동대문구 경희대로1가길 18,130872,02454,,지,,127.051666645266,37.5925742412034
MA0101202305A0138984,포토앤게임,,R1,예술·스포츠,R104,유원지·오락,R10405,기타 오락장,R91229,기타 오락장 운영업,11,서울특별시,11230,동대문구,11230710,회기동,1123010800,회기동,1123010800100450070,1,대지,45,70,서울특별시 동대문구 회기동 45-70,112303105020,서울특별시 동대문구 회기로,153,,1123010800100450070010776,,서울특별시 동대문구 회기로 153,130872,02453,,1,,127.053477363248,37.5912399665955
MA0101202305A0098907,고레가메이커스,,I2,음식,I211,주점,I21104,요리 주점,I56219,기타 주점업,11,서울특별시,11230,동대문구,11230710,회기동,1123010800,회기동,1123010800100450099,1,대지,45,99,서울특별시 동대문구 회기동 45-99,112304115695,서울특별시 동대문구 회기로21길,8,10,1123010800100450099010743,,서울특별시 동대문구 회기로21길 8-10,130872,02453,,1,,127.053466253201,37.5915372990032
MA0101202306A0096958,미아리우동회기역점,,I2,음식,I203,일식,I20303,일식 면 요리,I56194,김밥 및 기타 간이 음식점업,11,서울특별시,11230,동대문구,11230710,회기동,1123010800,회기동,1123010800103460018,1,대지,346,18,서울특별시 동대문구 회기동 346-18,112303105010,서울특별시 동대문구 이문로,37,,1123010800103460018000124,베라체캠퍼스,서울특별시 동대문구 이문로 37,130881,02452,,1,,127.056036013894,37.590851353023
MA0101202306A0092947,대한불교조계종연화사가피,,N1,시설관리·임대,N101,시설관리,N10101,사업시설 유지·관리 서비스업,N74100,사업시설 유지ㆍ관리 서비스업,11,서울특별시,11230,동대문구,11230710,회기동,1123010800,회기동,1123010800101090001,1,대지,109,1,서울특별시 동대문구 회기동 109-1,112304115021,서울특별시 동대문구 경희대로3길,56,,1123010800100010005041221,연화사법당,서울특별시 동대문구 경희대로3길 56,130873,02454,,,,127.050671453462,37.5943856660228
MA0101202306A0078097,고향반점,,I2,음식,I202,중식,I20201,중국집,I56121,중식 음식점업,11,서울특별시,11230,동대문구,11230710,회기동,1123010800,회기동,1123010800100450078,1,대지,45,78,서울특별시 동대문구 회기동 45-78,112303105020,서울특별시 동대문구 회기로,149,3,1123010800100450078010750,,서울특별시 동대문구 회기로 149-3,130872,02453,,2,,127.053251100862,37.5915103665051
MA0101202305A0190149,경희에이플러스실내운전연습장,,P1,교육,P106,기타 교육,P10623,운전학원,P85661,운전학원,11,서울특별시,11230,동대문구,11230710,회기동,1123010800,회기동,1123010800100160050,1,대지,16,50,서울특별시 동대문구 회기동 16-50,112303105002,서울특별시 동대문구 경희대로,8,1,1123010800100160050010566,,서울특별시 동대문구 경희대로 8-1,130872,02453,,3,,127.052640241359,37.5923215332852
MA0101202305A0102735,옵소,,I2,음식,I201,한식,I20107,돼지고기 구이/찜,I56113,한식 육류 요리 전문점,11,서울특별시,11230,동대문구,11230710,회기동,1123010800,회기동,1123010800100450089,1,대지,45,89,서울특별시 동대문구 회기동 45-89,112304115697,서울특별시 동대문구 회기로23길,7,,1123010800100450089010790,전부,서울특별시 동대문구 회기로23길 7,130872,02453,,1,,127.053952892673,37.5912037105077
MA0101202305A0010700,육초연,,I2,음식,I203,일식,I20301,일식 회/초밥,I56122,일식 음식점업,11,서울특별시,11230,동대문구,11230710,회기동,1123010800,회기동,1123010800100420073,1,대지,42,73,서울특별시 동대문구 회기동 42-73,112304115689,서울특별시 동대문구 회기로13길,24,,1123010800100420073011393,,서울특별시 동대문구 회기로13길 24,130872,02454,,1,,127.051225043994,37.5925654237618
MA0101202305A0076958,월미당경희대점,,I2,음식,I205,동남아시아,I20501,베트남식 전문,I56129,기타 외국식 음식점업,11,서울특별시,11230,동대문구,11230710,회기동,1123010800,회기동,1123010800100190000,1,대지,19,,서울특별시 동대문구 회기동 19,112304115022,서울특별시 동대문구 경희대로4길,15,,1123010800100190000041173,,서울특별시 동대문구 경희대로4길 15,130872,02453,,1,,127.053512228201,37.5924923296342
MA0101202305A0026136,한국스마트관광학회,,N1,시설관리·임대,N108,기타 사업 서비스,N10802,전시/컨벤션/행사 대행 서비스업,N75992,전시; 컨벤션 및 행사 대행업,11,서울특별시,11230,동대문구,11230710,회기동,1123010800,회기동,1123010800100010005,1,대지,1,5,서울특별시 동대문구 회기동 1-5,112303105002,서울특별시 동대문구 경희대로,26,,1123010800100010003041260,회기동경희대학교,서울특별시 동대문구 경희대로 26,130701,02447,,,,127.054883375636,37.593951306684
MA0101202305A0171184,신성부동산공인중개사사무소,,L1,부동산,L102,부동산 서비스,L10203,부동산 중개/대리업,L68221,부동산 중개 및 대리업,11,서울특별시,11230,동대문구,11230710,회기동,1123010800,회기동,1123010800100450064,1,대지,45,64,서울특별시 동대문구 회기동 45-64,112304115697,서울특별시 동대문구 회기로23길,3,,1123010800100450064010766,,서울특별시 동대문구 회기로23길 3,130872,02453,,1,,127.053839600337,37.591113663031
MA0101202305A0005143,페이쇼우,,G2,소매,G209,섬유·의복·신발 소매,G20907,액세서리/잡화 소매업,G47422,의복 액세서리 및 모조 장신구 소매업,11,서울특별시,11230,동대문구,11230710,회기동,1123010800,회기동,1123010800100030146,1,대지,3,146,서울특별시 동대문구 회기동 3-146,112304115696,서울특별시 동대문구 회기로23가길,59,14,1123010800100030146011329,,서울특별시 동대문구 회기로23가길 59-14,130872,02453,,,,127.053580869935,37.5934743795564
MA0101202303A0118169,경희대열린공인중개사사무소,,L1,부동산,L102,부동산 서비스,L10203,부동산 중개/대리업,L68221,부동산 중개 및 대리업,11,서울특별시,11230,동대문구,11230710,회기동,1123010800,회기동,1123010800103460007,1,대지,346,7,서울특별시 동대문구 회기동 346-7,112303105010,서울특별시 동대문구 이문로,29,,1123010800103460007011069,,서울특별시 동대문구 이문로 29,130881,02452,,1,,127.055933711864,37.5903198161727
